video_id,title,description,likes,views,date_published,publisher,child_friendly,nsfw_word_count,violent_word_count,swear_word_count
X0E_2VDIkv8,Underground construction SXQ,la mejor msica de mi generacion hardhouse  PARA LOS CHOLOCOS,1110,79093,2015-08-08,Dj Space X-tacy,0,0,0,0
MkEI569EdkA,CheckMate 9LA: TMB and immune checkpoint inhibitor efficacy,"Sanjay Popat, BSc, MBBS, FRCP, PhD, The Royal Marsden NHS Foundation Trust, London, UK, shares an up...",2,185,2021-04-01,VJOncology,0,0,0,0
-Wn_-TSBO9U, ,"1
https://chaiquanaxing.page.link/eNh4

dskaka002
~
~
####",58,2982,2023-01-18,,0,0,0,0
9Q7bjjUgSPE,NEVER buy a AR-9!  #shorts,#shorts #like #shortvideo,28476,604681,2023-04-16,1st Shot Tactical,0,0,0,0
tE06z46-k5M,Landing at LaGuardia Airport (LGA) Runway 22 with Commentary from a New Yorker,A Delta Airlines flight in an Airbus A321-200 landing at LaGuardia Airport (LGA) from the South from...,1519,37277,2023-02-03,ActionKid,0,0,0,0
pQGQFrmLfTM,VNH hestshot tui....,,40,1044,2021-01-03,Clown#,0,0,0,0
vfhSK5WMXRg,Amicu a zis ca STETZ IL TROLEAZA! Minte,"ENEBA - Jocuri IEFTINE (PS4, Xbox, PC)! https://ene.ba/LCT
Cumpara jocurile la cel mai bun pret! htt...",4204,29749,2023-05-17,Lectur DeLaA-LaZ,0,0,0,0
Ne5tDZ8ePmU,BoyWithUke - Out of Reach (Lyric Video),"Lyric video for Out of Reach by BoyWithUke.

Tickets for BoyWithUke Australia 2023 are on sale now: ...",80534,1929121,2023-04-07,BoyWithUke,0,0,0,0
7n8Gjx2JJLw,Volumes - FBX,"Volumes - FBX
From the new album Happier?| AVAILABLE NOW
Listen/Download the album: https://found.ee...",1607,112382,2021-11-19,Fearless Records,0,0,0,0
V9Ma5a3XN9A,22R Toyota Full Build,We were privelaged enough to take on another awesome build owned by Kenny Alvarez. His all original ...,2756,275724,2020-12-12,PSI Racing,0,0,0,0
C_LRGR63jEI,2023 GB4 Championship | Silverstone GP | Race Three,"The GB4 Silverstone weekend comes to a spectacular conclusion, with the always-entertaining reverse ...",82,3531,2023-05-07,MSV TV,0,0,0,0
B0zhdOV_lB4,D37          -    !,"        ?
  ,   .  
        ?

      
     .

   !
     
    !

100     37!
     !

    .
!
!

    ,...",1870,58734,2019-03-16, Mind Power by Sunghee Cho,0,0,0,0
OdmA8K3qNHg,   Evaluation des acquis scolaires 5ap,https://drive.google.com/file/d/1BKoJAE94vNXE8RhDIILEPSNzn0aQH99J/view?usp=share_link,2233,45878,2023-04-08,oum yaqine Relizane  ,1,0,0,0
zcSYTBM7VmY,I Became RICH on This Minecraft Server,"I played Sky Block for the first time and made 100 MILLION dollars and it was pretty POG!

IF U ENJO...",6991,300277,2021-09-11,Omz,0,0,0,0
tc6X7MEAOVA,Ft_-_@RGBucketList_l_Efx_Edit_l_Nainowale_Na_l_Alright_Editz,http://youtube.com/@soyeb1211,2,4,2023-05-17,OMG AK ,0,0,0,0
ebZZhzqCrrA,$GXEPROJECT XENO,"PROJECT XENO 
https://youtu.be/Cip2hYOsbIY
https://youtu.be/VGDoZWPgnoQ
https://youtu.be/vMJoF-H96Jg...",106,3883,2023-05-15,Moshin Channel_Crypto-Bitcoin,0,0,0,0
LSxkuVxq3bM,Goku unlocks MUI for the first time (DBS),"Yes i upload clips like these with good quality 

All credits go to Toei Animation and Akira Toriyam...",5764,323716,2018-04-15,MercRebel,0,0,0,0
sULr7gqedBg,F9M,"Provided to YouTube by WAS Word and Sound Medien GmbH

F9M  Neik

MEV

 2017 FUN RECORDS

Released o...",2,130,2018-06-25,Various Artists - Topic,0,0,0,0
kUUbRITxwtk,How a Teenager Made 30 Million Dollars -  QFW,"App Creation is the coolest way to make a fortune.
Subscribe - https://www.youtube.com/channel/UCFIv...",17,306,2020-03-09,Quest For Wealth,0,0,0,0
eWLVBP3VrO4,"432 Hz - Deep Healing Music for The Body & Soul - DNA Repair, Relaxation Music, Meditation Music","432 Hz - Deep Healing Music for The Body & Soul - DNA Repair, Relaxation Music, Meditation Music

 N...",315695,37833702,2016-03-16,Meditation and Healing,0,0,0,0
96Eu6-ToclI,Waliwo bannayuganda abakubye gavumenti mu mbuga olw'okulemea Bobi Wine okuyimba #Kawunyemu360,"Join this BBS Terefayina family to get access to perks:
https://www.youtube.com/channel/UCrkQ4OlgtOQ...",53,1847,2023-05-18,BBS TEREFAYINA,0,0,0,0
HxUbEaTAEMQ,K20 Swap Es1 Civic First drive!,"Shes on the road  next video we ripppp on it!

Another throttle body calibration vid

https://youtu....",30,806,2023-03-23,Kheven Lagos,0,0,0,0
XY4qx44qf8o,[PoE] 100 Legion Cemeteries - Low investment mapping - Stream Highlights #734,"Use my Ridge link to get up to 40% off on selected items:
https://ridge.com/empy

Stream: https://ww...",511,17279,2023-05-18,Empyriangaming,0,0,0,0
2UI_r8hBSwo,Giz,"Provided to YouTube by Flex Music

Giz  Jimilian  Naji The Pilot

XHEMILIAN

 2023 Flex Music

Relea...",53,5776,2023-04-27,Jimilian - Topic,0,0,0,0
Q3vW2amp0zk,Gutta x VT - EGK,"Gutta x VT - EGK (Official video)
Instagram: @192gutta
Instagram: @Vt.Stl
Shot by:      @2tab.visual...",2487,187588,2023-04-21,Gutta192,0,0,0,0
6Xj3UUuPBDk,Java Server Faces Tutorial | JSF Example,"BSc IT Practical

Check out our website: http://www.telusko.com

Follow Telusko on Twitter: https://...",1081,109488,2016-09-24,Telusko,0,0,0,0
jAlfVzGVGQk,HT4 Monster Friends turning Human   not cool,,3276,679954,2022-01-26,Justin Ying,0,0,0,0
cMVmFAd2WbI,Legacy Captulo 209 | Doblado al Espaol,"Seher es una nia modesta, joven y hermosa que vive con su anciano padre. La vida tranquila de Seher ...",17802,1313460,2022-09-08,Legacy en Espaol,0,0,0,0
Xj5_YfTL67w,Career Benefits Of LKI  Korean Language Courses,"Please check the details of our Korean language courses and next batch here - 
Level1: https://www.l...",330,5122,2021-03-19,Learn Korean in India,0,0,0,0
V2LU-lC-WX0,all u fuck boys,follow me on twitter https://www.twitter.com/el_jack0,33197,2553009,2015-10-15,el_jack0,0,0,4,0
Dll6VJ2C7wo,"RAYE, 070 Shake - Escapism. (Official Music Video)","Debut album 'My 21st Century Blues' feat. 'Escapism', 'Hard Out Here' & 'The Thrill Is Gone' availab...",895916,69640430,2022-11-09,RayeVEVO,0,0,0,0
6T8Iy2lktgo,EXO-CBX () 'The One' Special Clip (From EXO PLANET #3 - The EXOrDIUM -),"Listen and download on iTunes & Apple Music, Spotify, and Google Play Music http://smarturl.it/EXO-C...",936503,22975995,2016-11-07,SMTOWN,0,0,0,0
Cszp89gslTg,Yus Gz - Warzone Pt. 2 (Official Video) #faceofbx #trending #EBSDemons #unitedkingdom,"F.E.B Entertainment 

https://instagram.com/febentmusic?igshid=YmMyMTA2M2Y=


Follow My ig : https:/...",27497,1677656,2022-08-12,Yus Gz,0,0,0,0
dEJ9cIIB_ds,Do You Have What It Takes to Join York Regional Police?,On International Women's Day - and everyday - we salute the inspiring female members of York Regiona...,47,3069,2022-03-08,OfficialYRP,0,0,0,0
JtG3C64lLJA,GIRLSTALKGura The Girl joins us!!!!! #kfp #,"with @NanashiMumei and @GawrGura !


Takanashi Kiara - DO U
MV: https://youtu.be/QI96hnhcr2E
STREAM:...",1228,0,2023-05-18,Takanashi Kiara Ch. hololive-EN,0,0,0,0
q8r97yiTZ9c,Tan Solo Dime - m0z - (beat. @ChrisBeatsChrisBeats ),"letra: m0z
beat: chrisbeats
prod: @Alessxndrou 




hola gente, compartiendo me ayudarian bastante  ...",17,114,2023-03-31,m0z,0,0,0,0
zwrWtsx0jA4,Cn hn 76.000 t ng lm h tng khu  th bin Cn Gi? | CafeLand,"Bt ng sn CafeLand
Cn hn 76.000 t ng lm h tng khu  th bin Cn Gi? | CafeLand
Like, Share & Subscribe  ...",136,2765,2023-05-18,CAFELAND,0,0,0,0
6WemU9VmdAc,One of my parts for SXO;; FBAM,"Link to the full video!

http://www.youtube.com/watch?v=aXQwz5roaSk

Add/Sub us!? :)",48,10323,2010-02-08,DTNG4everlovee,0,0,0,0
fe4EK4HSPkI,MGMT - Kids (Official HD Video),"""Kids"" by MGMT
Listen to MGMT: https://MGMT.lnk.to/listenYD

Subscribe to the official MGMT YouTube ...",1275819,171682881,2009-10-25,MGMTVEVO,0,0,0,0
4y0YpucYL2A,Climax Episode 94b,,8660,204836,2023-03-28,TRUST FILMS,0,0,0,0
B7IvH_5bZYc,ZQI Ammunition Factory Tour,We head to Turkey to check out the ZQI ammunition manufacturing plant operated by MKE. ZQI ammo has ...,5014,152723,2015-04-13,Military Arms Channel,0,0,0,0
8xkjbJ4ao84,Como es mi casa de toca bcq,,31,2733,2021-05-19,Roberto Ayala almonacid,1,0,0,0
H_D1slx5K_M,"[Day 3 FINALE] I was 1st for BOTW, NOW for Tears of the Kingdom I waited 72 HOURS!",Join me for the final day and night before I finally get The Legend of Zelda Tears of the Kingdom at...,2373,43005,2023-05-14,Alex CND,0,0,0,0
gnwbon7va1Y,FINALLY YE MIL GAYA BANGKOK MEIN - BIGGEST TOY MALL in WORLD !! ," For Business/Collaborations :-
 ypmvlogs@gmail.com

 Follow YPM Vlogs on Instagram :- 
 https://www...",1851,24809,2023-05-19,YPM Vlogs,0,0,0,0
kWbRbGybz7Y,The Most Detailed Alien Species in Sci-Fi?,What is the most detailed alien species in sci fi? Discover the unbelievably dense lore of Christian...,3570,24334,2023-05-19,Curious Archive,0,0,0,0
ZhKJF7PpMfQ,NaturalVision Evolved  January 2023 Update," Early Access: https://www.patreon.com/posts/new-update-31st-78037744
 Single Player Beta: https://r...",4891,132142,2023-02-04,Razed,0,0,0,0
v5oPIkeDNBI,0r4 - Dinosaurs Can Dance (full album),"Dilated Pupils Rec 2018
FREE DOWNLOAD HERE: https://dilatedpupilsrec.bandcamp.com/album/dinosaurs-ca...",8,178,2018-07-12,Dilated Pupils Rec.,0,0,0,0
PLpyn4o-0uE,Superheroes VS SCP-096 and Army Siren Head - BigGreenTV,"Superheroes VS SCP-096 and Army Siren Head - BigGreenTV
https://youtu.be/PLpyn4o-0uE
#scp096  #siren...",7933,3506378,2020-09-16,BigGreenTV,0,0,0,0
ryhi5-qzLIM,UGN - Advanced Manufacturing,"UGN talks about why they chose Monroe, Ohio to open their manufacturing facility.",52,10001,2015-05-05,REDI Cincinnati,0,0,0,0
versurNJ8aI,"War in Ukraine: Russia failed to achieve its offensive goals, says ISW","Learn more about the situation in Ukraine, as the UK defence ministry reports that Russian casualtie...",62,7974,2023-04-25,euronews,0,0,0,0
cMwU8io8vvQ,You Can't Shoot The Private Property ,"Today we take a look at 4PX EXPRESS UK CO LTD, Unit 2 Arenson Way, Dunstable LU5 4RZ.

We comment on...",2420,55550,2023-03-20,DJ AUDITS,0,0,0,0
gGagPdT3L-s,Bob Marley Greatest Hits Reggae Songs 2018 - Bob Marley Full Album,"Bob Marley Greatest Hits Reggae Songs 2018 - Bob Marley Full Album
Thanks for watching! Don't forget...",245731,33525533,2018-04-16,Yuu Mii,0,0,0,0
Imlf3s--zUg,GQM - What is it & How it works?,The Griffiths Question Map (GQMTM) is a completely unique method of analysing interview skills and h...,78,3007,2018-12-04,GQM,0,0,0,0
dRE4MLecgTA,AUDIO AMPLIFIER LATEST TECHNOLOGY - AGD PRODUCTIONS,"#audio #amplifier #amp 
INNOVATION and Excellence in Amplifier Design...

Enjoy !",309,5299,2023-03-01,OCD HI-Fi Guy,0,0,0,0
L74dUzhw9S8,street food from around the world / Nutella croissants / Uzbek pilaf / Italian nougat with nuts,"Hi everybody. today we will cook 3 types of street food from different countries, namely:french croi...",3471,178559,2022-07-13,vzc,0,0,0,0
Sne1rL1iTeg,How long Does It Take to Get PMP Certified,"In this video, I will explain how long you should be studying to get your PMP Certification. 

Here ...",86,1726,2023-05-19,Andrew Ramdayal,0,0,0,0
lpPvXVN0Llk,BURRRRRR - Izr (Music Video),"A dope music by izr and team.
Enjoyed?
Lets hit 2 likes!!
Goo!",29,719,2018-10-08,IZR - Music,0,0,0,0
mXrxB_L5-0s, GWF Mystery Mayhem 2023 | Komplette Wrestling-Show LIVE," Jetzt untersttzen: https://WeAreGWF.com/support
 Tickets fr GWF am 04.06.2023: https://WeAreGWF.com...",151,4540,2023-05-07,German Wrestling Federation,0,0,0,0
MFqmALhITzc,TVU One Overview & How to Use,"Courtesy :
TVU Networks Corporation
857 Maude Avenue
Mountain View, CA 94043

Where to buy:
sales@di...",154,21669,2016-02-21,TVU Channel,0,0,0,0
e2LOh5eGTX4,Bullfrog R7L - Urban Life Pools & Hot Tubs - R Series,,9,1308,2022-04-04,Urban Life Pools & Hot Tubs,0,0,0,0
0f1Ku5lHue4,BREAKING VID30 SAFAREE XP0$E AS BIG DVTI FI$H AFTA SPICE LE@K 0UT EVERYTHING 0N H3R LIVE X GET DI$$,GREETINGS MY VIEWERS AND SUBSCRIBERS TODAY I SHARE WITH YOU ANOTHER STORY...THIS TIME IT'S ABOUT DAN...,288,7419,2023-05-17,newlink production,0,0,0,0
Id3vREz_A-E,Qbe - On Point (Official Video),"#Qbe Performing ""On Point""

Produced by Romii Records
Purchase/Stream: https://onerpm.link/qbe-onpoi...",247,3211,2023-03-08,QbeVEVO,0,0,0,0
O1xXyauCJBE,GFV NATAL2014,Feliz Natal... GFV,35,8912,2014-12-10,Garrafeira Feira Velha,0,0,0,0
w5xCDXOA4vk,4YU - BUDALO MALA (OFFICIAL VIDEO),"Official music video for Budalo Mala by 4YU.
 Stream/Download: https://idjtunes.fanlink.to/budalo-ma...",22298,1393878,2022-05-30,IDJVideos.TV,0,0,0,0
q1W6ufwm74M,BG0,,1,69,2021-02-14,Pro Hustle,0,0,0,0
bf5G2F7GV8U,Amma Laptop- ANDROID OS  | HOW TO INSTALL ANDROID OS IN LAPTOP | A2D Basics,"https://bit.ly/123A2D
 cdkeyoffer  25% discount code: A2D
Win 10 Pro($16):  https://bit.ly/123A2D 
W...",3762,36807,2023-05-19,A2D Channel,0,0,0,0
1Or9n_KWKMQ,Turkeys Arrive in the Mail/ Day in the Life on 14 acres,"Today's Vlog our turkeys arrive and we move feed with the new farm truck!
Punk Rock T-Shirt: https:/...",4675,45261,2023-05-14,Sow the Land,0,0,0,0
w5i-8PJfkDA,Hair cut styles day new haircut color colors cute z z v,,4310,120401,2021-12-21,Oussama Sabbagh,0,0,0,0
P0ugVfVXilo,The Danelectro '59M NOS+ (Sweet Saturdays #6),"The Gear In Todays Video
Revv D20 Amp - https://imp.i114863.net/PXJy6
Wampler Plexi Drive - https://...",2800,44734,2021-06-12,Robert Baker,0,0,0,0
QKm-SOOMC4c,Best VR 360 Video (Virtual Reality),"Best VR VIDEO 360 Virtual Reality Video 
Compatibility: Google Cardboard VR Box 360, Oculus Rift VR,...",854745,142943752,2017-12-22,3D VR 360 VIDEOS,0,0,0,0
xbMolHcoPkk,Fxh,RdwzwdxxexxxBu elenceli videoyu sadece senin iin yaptm,84,4754,2017-04-23,MehmetAli CAN,0,0,0,0
Zq6OGSbL-uk,KE2 evaporator efficiency installation,"Install a KE2 evaporator efficiency


If you would like to help out the channel or buy me a cup of c...",540,6817,2020-10-03,Nor-Cal Refrigeration & H.V.A.C,0,0,0,0
1xmzKa7vTxs,THiS gAme d0O d0o,,0,32,2019-05-14,Ahmad Clark,0,0,0,0
ZEhSg8h-qWg,   | Stories in Hindi | Horror Stories in Hindi | Hindi Kahaniya | Hindi Story,"   | Stories in Hindi | Horror Stories in Hindi | Hindi Kahaniya | Hindi Story

Story - Bhootni Ki P...",2755,206172,2021-09-09,Koo Koo TV Hindi Horror,0,0,0,0
9FyiuvzWU8M,She's Got Power! Jade Wong vs. Crystal Pittman,Throwback to when Jade Wong faced off against Crystal Pittman from BKFC Montana. Jade will face Tayl...,1376,71060,2023-05-17,Bare Knuckle Fighting Championship,0,0,0,0
dqqC6S8IUoI,Increase in Value of The Iraqi Dinar On ForexIraqi Dinar News Guru Intel Update Dinar IQD Value,"Increase in Value of The Iraqi Dinar On ForexIraqi Dinar News Guru Intel Update Dinar IQD Value

We ...",162,2395,2023-05-18,Dinar Data,0,0,0,0
g3ZYTMP2WFs,How to create multiboot pendrive using E2B,"#SRTechBlog #multiboot #pendrive #e2b

Application Download Link: https://easy2boot.xyz/

Easy2Boot ...",59,5944,2021-08-31,SR Tech Blog,0,0,0,0
8LakVN65Ubg,RZW Music Video- It's All Over,This is The Official RZW Music Video highlighting the Best RZW And DIW has to offer.Comments are wel...,47,1158,2009-01-04,rzwextreme,0,0,0,0
l2k7SjfT7mc,eau,"Provided to YouTube by TuneCore Japan

eau  yutaka hirasaka

breath

 2014 Introducing!

Released on...",7167,373300,2018-11-16,Yutaka Hirasaka - Topic,0,0,0,0
N6uKOZKr0MY,YG3 FITNESS TRACKER  ..,.. YG3        . Smart Band,10,563,2019-09-13,   ..,0,0,0,0
bZOQpdrwTnU,Sirusho - Vuy Aman ft. Sebu (Capital Cities),"Sirusho - Vuy Aman featuring Sebu

""Vuy Aman"" - Music Video Out Now!

Subscribe: https://goo.gl/P8cN...",31916,7448346,2017-07-05,SirushoVEVO,0,0,0,0
cAqMNq7r0GA,Frj,,18,816,2020-12-19,hariom,0,0,0,0
H258ToTm8Mg,EXTREMELY DIFFICULT SQUAWK BLOCK WITH ONLY WEAPON - Chicken Invaders Universe,"no satellites, no special weapon and no death.
-----------------------------------------------------...",8,105,2023-05-04,T_Q,0,0,0,0
8wZ-lfeMjH8,First 50 Miler | Festival Edit | Trail Running Film,"""A 50 miler is typically not a distance you can run off the couch."" Festival edit of Fifty, a short ...",79,5823,2021-12-14,ET2media,0,0,0,0
hzcxB2JpWAs,Y.T.S.,"Provided to YouTube by TuneCore

Y.T.S.  Duke Da Beast

Y.T.S.

 2014 Thr33z Music Group

Released o...",3052,252812,2017-09-08,Duke Da Beast - Topic,0,0,0,0
_iYVz_3qwj0,RGZ -  #QRCODE 1 ( CLIP OFFICIEL),"RGZ - QRCODE 1 ( DECALE) 
Disponible sur toutes les plateforme de streaming 
Retrouver RGZ sur :
Ins...",110,8803,2021-10-01,RGZ officiel,0,0,0,0
JY3jda-JGiQ,Hxk,,134,10656,2018-07-26,Sameer Bhati,0,0,0,0
uAgUkEBv_Zk, Peppa Pig's Big Castle ," Watch the latest uploads here! https://www.youtube.com/playlist?list... 
 Watch Peppa Pig's most Po...",84538,24536831,2019-09-05,Peppa Pig - Official Channel,1,0,0,0
xFcCJAzU9jw,Eating Colorful Chocolate M&M's Candy in Toilet #shorts,Eating Colorful M&M's Candy in Toilet #shorts,392783,33532582,2022-03-20,Ryans Stuff,0,0,0,0
SnQ9wv3YEbg,MC Championship 31 - Update Video: Karma's gonna track you down! (Minecraft Event),"Watch MC Championship 31 live THIS Saturday, 20th May 2023 8pm BST!
 
Get your very own MCC Coin on ...",2238,15190,2023-05-19,Noxcrew,0,0,0,0
nLSACpIpHFk,LL2 (Free Tito),"Provided to YouTube by DistroKid

LL2 (Free Tito)  4loso

TBT TAPE

 FTB'ent

Released on: 2022-05-1...",37,2352,2022-05-13,4loso - Topic,0,0,0,0
BPK9WNtpBgk,Yoga To Feel Your Best  |  22-Minute Home Yoga,"Hop on the mat for this 22-minute yoga session designed to help you feel good! Stretch your body, ta...",132821,8590203,2019-04-21,Yoga With Adriene,0,0,0,0
jhk7y7mYI6s,Open Virtual Switch (OVS),"Demo by Linux Foundation.
This video is about Open Virtual Switch, or OVS. So in today's demo, we wi...",135,8776,2021-11-21,Tech Upskill,0,0,0,0
OEIF9w5ZUnk,GIP- ENJOY (OFFICIAL MUSIC  VIDEO),"YOUNG GIP- ENJOY (OFFICIAL MUSIC  VIDEO)  
__________________________________________________
Yakore...",370,6799,2021-10-15,GIP OFFICIEL,0,0,0,0
M-hAeMxYksI,Marusczyk Elwood L6A-24 Live Demo - BassFreaks.net,"Elwood L6A24 by Maruszczyk.
Buy this bass and more at http://bit.ly/bassfreaksnet
 SUBSCRIBE  http...",7,637,2021-06-26,Bass Freaks SPRL,0,0,0,0
GvOE7fEa8kY,3AE - Beyond The Sun,"Original song, that was covered by Shinedown some time later.

http://therockvault.blogspot.com.br/
...",59,3514,2014-11-14,Jones Johnson,0,0,0,0
9RrQMYtAadM,NIU UQI (U Series) Pro Review - 100% Electric Scooter,Derek Reilly from EV Review Ireland takes an in-depth view of the 100% electric NIU UQi Series 100% ...,550,46475,2020-11-28,EV Review Ireland,0,0,0,0
Bclu97tzB_M,  i9p tws  ,,17,1953,2019-04-15,Alex Tokm,0,0,0,0
